City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
386,scarborough,4,GB,1563902980,57,54.28,-0.41,86.0,9.17
387,oktyabrskiy,75,RU,1563902980,82,55.61,37.97,66.2,6.71
388,mar del plata,0,AR,1563902980,50,-46.43,-67.52,45.52,13.42
389,jacareacanga,20,BR,1563902980,44,-6.22,-57.76,95.0,5.82
390,gamboma,92,CG,1563902980,43,-1.87,15.88,84.58,1.99
391,bubaque,92,GW,1563902980,83,11.28,-15.83,79.54,12.41
392,vitim,88,RU,1563902981,62,59.44,112.57,57.76,4.61
393,muncar,37,ID,1563902981,96,-8.43,114.34,66.94,1.61
394,mumford,70,GH,1563902981,84,5.26,-0.76,75.4,7.47
395,foki,21,RU,1563902981,93,56.69,54.35,59.02,6.64
396,wana,0,PK,1563902981,65,32.31,69.59,71.62,1.88
397,myshkin,98,RU,1563902981,83,57.78,38.45,62.08,2.68
398,labuhan,93,ID,1563902981,81,-2.54,115.51,70.0,1.43
399,asosa,100,ET,1563902982,96,10.07,34.53,64.6,1.25
400,herat,0,AF,1563902982,11,34.35,62.22,89.6,13.87
401,chernigovka,97,RU,1563902982,99,44.34,132.57,67.66,3.98
402,fukue,75,JP,1563902982,88,35.03,136.69,78.01,4.7
403,castelbuono,0,IT,1563902982,80,37.93,14.09,84.99,1.99
404,healdsburg,1,US,1563902982,68,38.61,-122.87,86.0,3.74
405,kahului,20,US,1563902692,57,20.89,-156.47,80.6,19.6
406,ginda,19,IN,1563902983,94,30.69,78.49,64.06,2.37
407,gizo,0,IL,1563902983,66,31.8,34.94,84.99,8.05
408,bunia,38,CD,1563902983,95,1.56,30.25,64.96,1.03
409,howard springs,1,AU,1563902983,93,-12.5,131.05,69.01,3.36
410,nandgaon,42,IN,1563902983,70,20.31,74.66,83.32,15.23
411,cascais,20,PT,1563902983,53,38.7,-9.42,82.4,24.16
412,sobolevo,98,RU,1563902983,93,54.43,31.9,61.54,5.99
413,bennettsville,1,US,1563902984,55,34.62,-79.68,93.0,6.93
414,plettenberg bay,63,ZA,1563902984,66,-34.05,23.37,51.28,11.74
415,buraydah,0,SA,1563902984,18,26.33,43.97,102.2,3.36
416,igbo ora,70,NG,1563902984,92,7.43,3.28,74.86,6.4
417,lichinga,0,MZ,1563902984,64,-13.3,35.25,57.94,3.67
418,bonfim,6,GY,1563902984,47,3.36,-59.84,90.88,7.74
419,alexandria,48,RO,1563902984,90,43.97,25.33,69.01,1.01
420,dicabisagan,88,PH,1563902984,93,17.08,122.42,74.68,2.01
421,katsuura,75,JP,1563902985,94,33.93,134.5,77.0,4.7
422,amahai,100,ID,1563902985,91,-3.31,129.0,78.01,8.77
423,hualmay,100,PE,1563902985,87,-11.1,-77.61,61.36,19.93
424,dingle,99,PH,1563902985,89,11.0,122.67,75.04,2.86
425,tevaitoa,98,PF,1563902985,82,-16.78,-151.5,78.82,16.13
426,labuan,75,BN,1563902985,94,5.28,115.24,77.0,2.24
427,esmeraldas,0,BR,1563902925,38,-19.76,-44.31,77.0,5.82
428,leirvik,20,NO,1563902986,73,59.78,5.5,70.0,10.29
429,tabriz,40,IR,1563902811,29,38.08,46.29,87.8,13.87
430,boende,57,CD,1563902986,68,-0.28,20.88,77.38,1.54
431,berdigestyakh,0,RU,1563902986,54,62.1,126.7,51.64,3.83
432,tual,100,ID,1563902986,85,-5.67,132.75,76.84,18.16
433,marsh harbour,57,BS,1563902986,74,26.54,-77.06,84.58,17.05
434,burnie,2,AU,1563902987,94,-41.05,145.91,39.99,3.0
435,cockburn town,40,TC,1563902987,63,21.46,-71.14,91.4,13.87
436,honiara,40,SB,1563902987,100,-9.43,159.96,73.4,2.24
437,narasapur,70,IN,1563902987,85,16.45,81.67,81.16,5.06
438,richards bay,0,ZA,1563902987,37,-28.77,32.06,76.84,22.46
439,tuatapere,0,NZ,1563902987,98,-46.13,167.69,36.0,9.17
440,rockingham,0,GB,1563902987,38,52.52,-0.72,91.99,9.17
441,losevo,90,RU,1563902987,93,51.73,38.83,64.4,2.42
442,la tuque,40,CA,1563902988,67,47.44,-72.79,60.1,9.19
443,vao,0,EE,1563902988,73,59.1,26.19,65.86,6.73
444,elko,1,US,1563902988,36,40.83,-115.76,79.0,3.36
445,russell,1,US,1563902988,38,38.9,-98.86,80.01,4.7
446,sibu,75,MY,1563902988,94,2.29,111.83,75.2,2.24
447,port-gentil,20,GA,1563902988,83,-0.72,8.78,77.0,13.87
448,turayf,0,SA,1563902988,17,31.68,38.65,95.0,6.93
449,poykovskiy,0,RU,1563902989,68,61.23,73.33,69.8,8.95
450,marzuq,94,YE,1563902989,33,14.4,46.47,81.88,3.27
451,katobu,35,ID,1563902989,88,-4.94,122.53,69.64,3.15
452,broken hill,0,AU,1563902989,66,-31.97,141.45,50.0,11.41
453,omsukchan,71,RU,1563902989,94,62.53,155.8,31.48,3.11
454,nizhniy kuranakh,0,RU,1563902989,79,58.84,125.49,46.42,2.1
455,kiama,40,AU,1563902989,44,-34.67,150.86,62.01,8.05
456,catalao,58,BR,1563902745,45,-18.17,-47.95,78.28,9.4
457,horta,20,BR,1563902990,65,-10.93,-37.66,80.6,12.75
458,mineiros,16,BR,1563902990,31,-17.57,-52.55,83.68,6.87
459,aksha,100,RU,1563902990,80,50.28,113.29,57.58,7.25
460,morant bay,20,JM,1563902990,58,17.88,-76.41,87.8,23.04
461,price,1,US,1563902990,28,39.6,-110.81,87.01,8.55
462,koslan,3,RU,1563902990,86,63.46,48.9,58.48,2.75
463,amurzet,100,CN,1563902990,98,47.69,131.09,66.04,1.77
464,aykhal,97,RU,1563902991,40,65.95,111.51,68.0,2.24
465,isangel,11,VU,1563902991,64,-19.55,169.27,70.9,14.97
466,amlame,23,TG,1563902991,87,7.47,0.9,75.4,4.52
467,turinsk,39,RU,1563902991,92,58.04,63.7,59.38,4.27
468,chapais,90,CA,1563902991,76,49.78,-74.86,48.2,9.17
469,machico,20,PT,1563902991,69,32.7,-16.77,77.0,6.93
470,ballina,40,IE,1563902991,68,54.11,-9.15,72.0,10.29
471,zhezkazgan,0,KZ,1563902991,42,47.8,67.71,73.06,8.61
472,fraga,0,ES,1563902992,19,41.52,0.35,98.01,14.99
473,komsomolskiy,79,RU,1563902992,72,67.55,63.78,49.3,9.17
474,wajima,26,JP,1563902992,95,37.4,136.9,73.78,13.69
475,tambun,40,ID,1563902992,65,-6.26,107.07,79.0,4.7
476,kotma,100,IN,1563902992,67,23.2,81.98,83.5,6.2
477,road town,20,VG,1563902992,62,18.42,-64.62,87.8,11.41
478,pemba,40,MZ,1563902890,60,-12.97,40.52,75.2,11.41
479,cururupu,30,BR,1563902992,74,-1.82,-44.87,83.68,5.61
480,moose factory,90,CA,1563902993,76,51.26,-80.61,53.6,3.36
481,san francisco,75,CO,1563902934,68,1.17,-76.88,69.8,3.36
482,baculin,100,PH,1563902993,89,7.45,126.58,71.98,3.2
483,portobelo,75,PA,1563902993,83,9.55,-79.65,84.2,3.36
484,gazanjyk,0,TM,1563902993,51,39.24,55.52,90.16,18.14
485,alice springs,0,AU,1563902923,41,-23.7,133.88,42.8,4.7
486,cucunuba,86,CO,1563902993,87,5.25,-73.77,67.66,3.76
487,quelimane,20,MZ,1563902993,72,-17.88,36.89,68.0,2.24
488,choctaw,75,US,1563902993,44,35.5,-97.27,82.0,13.87
489,muroto,100,JP,1563902994,90,33.37,134.14,72.16,3.13
490,kargasok,100,RU,1563902994,91,59.06,80.87,57.76,1.79
491,kieta,86,PG,1563902994,82,-6.22,155.63,78.28,6.4
492,sojat,100,IN,1563902994,50,25.92,73.67,94.12,11.25
493,swan hill,17,AU,1563902994,92,-35.34,143.56,42.64,5.77
494,obzor,40,BG,1563902994,83,42.82,27.88,73.4,4.7
495,lastoursville,13,GA,1563902994,60,-0.81,12.73,79.0,2.24
496,usak,0,TR,1563902994,21,38.67,29.41,82.4,11.41
497,karoi,0,ZW,1563902995,57,-16.82,29.68,55.24,4.59
498,phayakkhaphum phisai,100,TH,1563902995,75,15.52,103.19,80.08,8.75
499,dakar,20,SN,1563902769,62,14.69,-17.45,86.0,13.87
500,puerto narino,40,CO,1563902995,74,-3.77,-70.38,87.8,4.7
501,wanxian,100,CN,1563902995,97,30.8,108.39,74.86,2.21
502,santa maria,20,BR,1563902995,41,-16.02,-48.01,77.0,10.29
503,eydhafushi,97,MV,1563902995,75,5.1,73.07,82.96,11.21
504,tucuman,0,PE,1563902995,39,-17.17,-70.89,60.28,9.89
505,barcelos,0,BR,1563902996,53,-0.97,-62.93,89.08,5.41
506,flin flon,20,CA,1563902996,47,54.77,-101.88,80.6,6.35
507,ushtobe,33,KZ,1563902996,24,45.25,77.98,80.98,3.15
508,oriximina,1,BR,1563902996,46,-1.77,-55.87,91.42,9.51
509,saryg-sep,75,RU,1563902996,80,51.49,95.55,56.32,2.51
510,westport,90,US,1563902996,69,41.14,-73.36,73.99,10.29
511,porbandar,93,IN,1563902997,85,21.64,69.61,83.86,18.79
512,kamenka,47,MD,1563902997,72,48.03,28.7,69.01,5.53
513,tonantins,82,BR,1563902997,49,-2.86,-67.77,91.6,2.75
514,chernyshevskiy,73,RU,1563902997,55,63.01,112.47,56.86,5.77
515,shambu,45,ET,1563902997,89,9.57,37.1,54.88,2.13
516,kampene,2,CD,1563902997,44,-3.59,26.67,72.88,1.48
517,conde,1,BR,1563902948,60,-11.81,-37.61,79.0,9.8
518,los llanos de aridane,20,ES,1563902997,64,28.66,-17.92,75.2,17.22
519,lambarene,19,GA,1563902997,70,-0.7,10.22,79.0,6.4
520,dusti,0,TJ,1563902998,45,37.35,68.68,84.2,5.03
521,presidencia roque saenz pena,100,AR,1563902766,75,-26.79,-60.44,49.66,9.33
522,leningradskiy,100,RU,1563902998,81,69.38,178.42,39.4,3.04
523,cherdyn,8,RU,1563902998,94,60.4,56.48,59.02,2.71
524,suez,0,EG,1563902998,57,29.97,32.54,81.52,19.08
525,sitka,0,US,1563902998,51,37.17,-99.65,77.0,1.01
526,kumluca,0,TR,1563902998,56,36.37,30.29,65.5,2.17
527,buncrana,20,GB,1563902998,57,55.14,-7.45,78.8,13.87
528,sibolga,100,ID,1563902720,73,1.74,98.78,82.96,3.76
529,catuday,100,PH,1563902999,70,16.29,119.81,83.86,0.87
530,horsham,6,AU,1563902999,93,-36.71,142.2,37.6,4.59
531,maniitsoq,0,GL,1563902999,80,65.42,-52.9,47.68,7.09
532,aberdeen,90,US,1563902999,68,46.98,-123.82,66.99,6.93
533,devils lake,1,US,1563902999,50,48.11,-98.87,78.8,4.7
534,segou,75,SN,1563902999,52,12.41,-12.29,93.2,6.93
535,semiletka,0,RU,1563902999,91,55.36,54.62,58.48,7.61
536,ati,0,TD,1563903000,42,13.21,18.34,91.06,6.13
537,lokbatan,0,AZ,1563903000,61,40.32,49.73,78.8,16.11
538,oshawa,75,CA,1563902861,50,43.92,-78.86,79.0,5.82
539,mount isa,12,AU,1563903000,19,-20.73,139.49,60.8,11.41
540,solnechnyy,100,RU,1563903000,98,50.72,136.64,50.02,7.2
541,timmins,75,CA,1563903000,63,48.48,-81.33,62.6,12.75
542,vallenar,41,CL,1563903000,44,-28.58,-70.76,55.6,7.43
543,ngunguru,42,NZ,1563903000,94,-35.62,174.5,46.0,1.99
544,podgorenskiy,98,RU,1563903001,66,50.4,39.64,66.76,1.68
545,ryazhsk,100,RU,1563903001,69,53.71,40.06,66.99,1.01
546,terrace,75,CA,1563903001,77,54.52,-128.61,62.6,4.7
547,kathmandu,75,NP,1563902753,83,27.71,85.32,75.2,4.7
548,stromness,20,CA,1563903001,53,42.87,-79.55,81.0,6.93
549,karratha,92,AU,1563903001,49,-20.74,116.85,66.94,7.18
550,ixtapa,90,MX,1563903001,74,20.71,-105.21,84.2,6.93
551,walvis bay,0,NA,1563903002,77,-22.95,14.51,66.2,12.75
552,yuli,88,CN,1563903002,97,24.82,106.77,69.82,2.04
553,hami,91,CN,1563903004,31,42.84,93.51,77.02,3.53
554,syracuse,40,US,1563902863,56,43.05,-76.15,79.0,6.69
555,ust-omchug,0,RU,1563903004,73,61.13,149.63,31.84,2.15
556,plaster rock,1,CA,1563903004,49,46.91,-67.4,73.0,4.7
557,ilulissat,75,GL,1563903004,53,69.22,-51.1,50.0,5.82
558,erice,0,IT,1563903005,69,38.04,12.59,84.99,16.11
559,balkanabat,0,TM,1563903005,64,39.51,54.36,84.76,7.87
560,come,40,BJ,1563903005,88,6.41,1.88,78.8,10.29
561,tarancon,20,ES,1563903005,16,40.01,-3.01,100.4,2.24
562,gushikawa,20,JP,1563902835,83,26.35,127.87,82.4,7.18
563,strezhevoy,0,RU,1563903005,77,60.73,77.6,64.4,4.47
